virus_genus,locus_name,MinimumAge,tax_class
chu,ecll-chu.17-Fundulus_heteroclitus,0,Actinopteri
chu,ecll-chu.18-Gambusia_affinis,0,Actinopteri
chu,ecll-chu.19-Poecilia_reticulata,0,Actinopteri
chu,ecll-chu.22-Poecilia_latipinna,0,Actinopteri
chu,ecll-chu.24-Poecilia_formosa,0,Actinopteri
chu,ecll-chu.26-Danio_rerio,0,Actinopteri
chu,ecll-chu.27-Danio_rerio,0,Actinopteri
chu,ecll-chu.28-Danio_rerio,0,Actinopteri
chu,ecll-chu.29-Danio_rerio,0,Actinopteri
chu,ecll-chu.30-Danio_rerio,0,Actinopteri
chu,ecll-chu.31-Danio_rerio,0,Actinopteri
chu,ecll-chu.32-Danio_rerio,0,Actinopteri
chu,ecll-chu.33-Danio_rerio,0,Actinopteri
chu,ecll-chu.34-Danio_rerio,0,Actinopteri
chu,ecll-chu.38-Bregmaceros_cantori,0,Actinopteri
chu,ecll-chu.42-Bregmaceros_cantori,0,Actinopteri
chu,ecll-chu.43-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecll-chu.44-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecll-chu.45-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecll-chu.46-Austrofundulus_limnaeus,0,Actinopteri
chu,ecln-chu.100-Gadus_morhua,0,Actinopteri
chu,ecln-chu.101-Gadus_morhua,0,Actinopteri
chu,ecln-chu.102-Gadus_morhua,0,Actinopteri
chu,ecln-chu.103-Gadus_chalcogrammus,0,Actinopteri
chu,ecln-chu.104-Gadus_chalcogrammus,0,Actinopteri
chu,ecln-chu.105-Trisopterus_minutus,0,Actinopteri
chu,ecln-chu.106-Brosme_brosme,0,Actinopteri
chu,ecln-chu.108-Coryphaenoides_rupestris,0,Actinopteri
chu,ecln-chu.109-Lampris_guttatus,0,Actinopteri
chu,ecln-chu.110-Regalecus_glesne,0,Actinopteri
chu,ecln-chu.111-Benthosema_glaciale,0,Actinopteri
chu,ecln-chu.112-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecln-chu.113-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecln-chu.114-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecln-chu.115-Paramormyrops_kingsleyae,0,Actinopteri
chu,ecln-chu.116-Paralichthys_olivaceus,0,Actinopteri
chu,ecln-chu.117-Pseudopleuronectes_yokohamae,0,Actinopteri
chu,ecln-chu.118-Stylephorus_chordatus,0,Actinopteri
chu,ecln-chu.119-Stylephorus_chordatus,0,Actinopteri
chu,ecln-chu.120-Monopterus_albus,0,Actinopteri
chu,ecln-chu.121-Dicentrarchus_labrax,0,Actinopteri
chu,ecln-chu.122-Zeus_faber,0,Actinopteri
chu,ecln-chu.123-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.124-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.125-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.126-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.127-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.128-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.129-Eptatretus_burgeri,0,Agnatha
chu,ecln-chu.130-Nanorana_parkeri,0,Amphibia
chu,ecln-chu.131-Leptobrachium_leishanense,0,Amphibia
chu,ecln-chu.133-Hymenochirus_boettgeri,0,Amphibia
chu,ecln-chu.134-Pipa_carvalhoi,0,Amphibia
chu,ecln-chu.135-Pipa_carvalhoi,0,Amphibia
chu,ecln-chu.136-Pipa_carvalhoi,0,Amphibia
chu,ecln-chu.137-Pipa_carvalhoi,0,Amphibia
chu,ecln-chu.138-Pipa_parva,0,Amphibia
chu,ecln-chu.139-Pipa_parva,0,Amphibia
chu,ecln-chu.140-Antechinus_stuartii,0,Mammalia
chu,ecln-chu.141-Sarcophilus_harrisii,0,Mammalia
chu,ecln-chu.142-Gracilinanus_agilis,0,Mammalia
chu,ecln-chu.143-Gracilinanus_agilis,0,Mammalia
chu,ecln-chu.144-Gracilinanus_agilis,0,Mammalia
chu,ecln-chu.147-Gymnobelideus_leadbeateri,0,Mammalia
chu,ecln-chu.148-Gymnobelideus_leadbeateri,0,Mammalia
chu,ecln-chu.149-Gymnobelideus_leadbeateri,0,Mammalia
chu,ecln-chu.150-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.151-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.152-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.153-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.154-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.155-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.156-Phascolarctos_cinereus,0,Mammalia
chu,ecln-chu.157-Bettongia_penicillata,0,Mammalia
chu,ecln-chu.158-Vombatus_ursinus,0,Mammalia
chu,ecln-chu.159-Vombatus_ursinus,0,Mammalia
chu,ecln-chu.160-Vombatus_ursinus,0,Mammalia
chu,ecln-chu.161-Arizona_elegans,0,Reptile
chu,ecln-chu.162-Pantherophis_guttatus,0,Reptile
chu,ecln-chu.163-Ptyas_mucosa,0,Reptile
chu,ecln-chu.164-Thamnophis_sirtalis,0,Reptile
chu,ecln-chu.165-Thamnophis_elegans,0,Reptile
chu,ecln-chu.166-Diadophis_punctatus,0,Reptile
chu,ecln-chu.167-Thermophis_baileyi,0,Reptile
chu,ecln-chu.168-Gekko_japonicus,0,Reptile
chu,ecln-chu.169-Gekko_japonicus,0,Reptile
chu,ecln-chu.170-Gekko_japonicus,0,Reptile
chu,ecln-chu.171-Calyptommatus_sinebrachiatus,0,Reptile
chu,ecln-chu.172-Tretioscincus_oriximinensis,0,Reptile
chu,ecln-chu.173-Sceloporus_undulatus,0,Reptile
chu,ecln-chu.174-Sceloporus_occidentalis,0,Reptile
chu,ecln-chu.175-Sceloporus_occidentalis,0,Reptile
chu,ecln-chu.176-Salvator_merianae,0,Reptile
chu,ecln-chu.177-Anilios_bituberculatus,0,Reptile
chu,ecln-chu.178-Anilios_bituberculatus,0,Reptile
chu,ecln-chu.179-Anilios_bituberculatus,0,Reptile
chu,ecln-chu.180-Bothrops_jararaca,0,Reptile
chu,ecln-chu.181-Bothrops_jararaca,0,Reptile
chu,ecln-chu.182-Bothrops_jararaca,0,Reptile
chu,ecln-chu.47-Oryzias_latipes,0,Actinopteri
chu,ecln-chu.52-Cyprinodon_variegatus,0,Actinopteri
chu,ecln-chu.53-Cyprinodon_variegatus,0,Actinopteri
chu,ecln-chu.54-Cyprinodon_variegatus,0,Actinopteri
chu,ecln-chu.55-Gambusia_affinis,0,Actinopteri
chu,ecln-chu.56-Gambusia_affinis,0,Actinopteri
chu,ecln-chu.57-Gambusia_affinis,0,Actinopteri
chu,ecln-chu.58-Gambusia_affinis,0,Actinopteri
chu,ecln-chu.59-Gambusia_affinis,0,Actinopteri
chu,ecln-chu.60-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.61-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.62-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.63-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.64-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.65-Poecilia_reticulata,0,Actinopteri
chu,ecln-chu.66-Poecilia_mexicana,0,Actinopteri
chu,ecln-chu.67-Poecilia_mexicana,0,Actinopteri
chu,ecln-chu.68-Poecilia_mexicana,0,Actinopteri
chu,ecln-chu.69-Poecilia_latipinna,0,Actinopteri
chu,ecln-chu.70-Poecilia_formosa,0,Actinopteri
chu,ecln-chu.71-Poecilia_formosa,0,Actinopteri
chu,ecln-chu.72-Poecilia_formosa,0,Actinopteri
chu,ecln-chu.73-Poropuntius_huangchuchieni,0,Actinopteri
chu,ecln-chu.74-Danio_rerio,0,Actinopteri
chu,ecln-chu.75-Danio_rerio,0,Actinopteri
chu,ecln-chu.76-Danio_rerio,0,Actinopteri
chu,ecln-chu.77-Danio_rerio,0,Actinopteri
chu,ecln-chu.78-Danio_rerio,0,Actinopteri
chu,ecln-chu.79-Danio_rerio,0,Actinopteri
chu,ecln-chu.80-Danio_rerio,0,Actinopteri
chu,ecln-chu.81-Danio_rerio,0,Actinopteri
chu,ecln-chu.82-Danio_rerio,0,Actinopteri
chu,ecln-chu.83-Danio_rerio,0,Actinopteri
chu,ecln-chu.84-Danio_rerio,0,Actinopteri
chu,ecln-chu.85-Danio_rerio,0,Actinopteri
chu,ecln-chu.86-Danio_rerio,0,Actinopteri
chu,ecln-chu.87-Danio_rerio,0,Actinopteri
chu,ecln-chu.88-Danio_rerio,0,Actinopteri
chu,ecln-chu.89-Danio_rerio,0,Actinopteri
chu,ecln-chu.90-Trachinotus_ovatus,0,Actinopteri
chu,ecln-chu.91-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.92-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.93-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.94-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.95-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.96-Arctogadus_glacialis,0,Actinopteri
chu,ecln-chu.97-Boreogadus_saida,0,Actinopteri
chu,ecln-chu.98-Gadus_morhua,0,Actinopteri
chu,ecln-chu.99-Gadus_morhua,0,Actinopteri
chu,eclx-chu.13-Gadus_chalcogrammus,0,Actinopteri
circo,ecv-circo.10-Pionus_senilis,0,Aves
circo,ecv-circo.104-salvator,0,Reptile
circo,ecv-circo.107-Pionus_senilis,0,Aves
circo,ecv-circo.108-Bungarus_multicinctus,0,Reptile
circo,ecv-circo.12-Nestor,0,Aves
circo,ecv-circo.13-Cynops_pyrrhogaster,0,Amphibia
circo,ecv-circo.14-Tinamus_guttatus,0,Aves
circo,ecv-circo.15-Glandirana,0,Amphibia
circo,ecv-circo.151-Anura-con,0,Amphibia
circo,ecv-circo.152-Xenopus,0,Amphibia
circo,ecv-circo.153-Geotrypetes,0,Amphibia
circo,ecv-circo.153-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.154-Anilios_bituberculatus,0,Reptile
circo,ecv-circo.155-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.156-Chrysochloris_asiatica,0,Mammalia
circo,ecv-circo.16-Rhinella,0,Amphibia
circo,ecv-circo.160-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.162-Amphiprion_percula,0,Actinopteri
circo,ecv-circo.163-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.164-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.166-Cyprinus_carpio,0,Actinopteri
circo,ecv-circo.167-Solenodon_paradoxus,0,Mammalia
circo,ecv-circo.18-Sceloporus,0,Reptile
circo,ecv-circo.191-Anguilla,0,Actinopteri
circo,ecv-circo.193-Python_bivittatus,0,Reptile
circo,ecv-circo.194-Perca_fluviatilis,0,Actinopteri
circo,ecv-circo.196-Anilios,0,Reptile
circo,ecv-circo.2-psittaciformes-con,0,Aves
circo,ecv-circo.201-Astyanax_mexicanus,0,Actinopteri
circo,ecv-circo.202-Hylomyscus_alleni,0,Mammalia
circo,ecv-circo.203-Dermochelys_coriacea,0,Reptile
circo,ecv-circo.204-chaenocephalus,0,Actinopteri
circo,ecv-circo.205-parambassis-ranga,0,Actinopteri
circo,ecv-circo.206-sinocyclocheilus-con,0,Actinopteri
circo,ecv-circo.207-pygocentrus,0,Actinopteri
circo,ecv-circo.208-Salmo-con,0,Actinopteri
circo,ecv-circo.209-Clupea,0,Actinopteri
circo,ecv-circo.210-Labeo,0,Actinopteri
circo,ecv-circo.211-Pomacentridae,0,Actinopteri
circo,ecv-circo.212-Kryptolebias-con,0,Actinopteri
circo,ecv-circo.213-Cyprinus-con,0,Actinopteri
circo,ecv-circo.214-Neolamprologus-con,0,Actinopteri
circo,ecv-circo.215-Paramormyrops_kingsleyae,0,Actinopteri
circo,ecv-circo.216-Paramormyrops_kingsleyae,0,Actinopteri
circo,ecv-circo.217-Labeo_rohita,0,Actinopteri
circo,ecv-circo.218-Charina_bottae,0,Reptile
circo,ecv-circo.219-Charina_bottae,0,Reptile
circo,ecv-circo.220-Astyanax_mexicanus,0,Actinopteri
circo,ecv-circo.221-Microcaecilia_unicolor,0,Amphibia
circo,ecv-circo.222-Rana_temporaria,0,Amphibia
circo,ecv-circo.223-Rana_temporaria,0,Amphibia
circo,ecv-circo.224-Engystomops_pustulosus,0,Amphibia
circo,ecv-circo.225-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.226-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.227-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.228-Geotrypetes_seraphini,0,Amphibia
circo,ecv-circo.229-Microcaecilia_unicolor,0,Amphibia
circo,ecv-circo.230-Microcaecilia_unicolor,0,Amphibia
circo,ecv-circo.231-Microcaecilia_unicolor,0,Amphibia
circo,ecv-circo.232-Microcaecilia_unicolor,0,Amphibia
circo,ecv-circo.233-Guentherus_altivela,0,Actinopteri
circo,ecv-circo.235-Cirrhinus_molitorella,0,Actinopteri
circo,ecv-circo.236-Cyprinus_carpio,0,Actinopteri
circo,ecv-circo.237-Labeo_rohita,0,Actinopteri
circo,ecv-circo.239-Rondeletia_loricata,0,Actinopteri
circo,ecv-circo.241-Elgaria_multicarinata,0,Reptile
circo,ecv-circo.242-Elgaria_multicarinata,0,Reptile
circo,ecv-circo.244-Chrysochloris_asiatica,0,Mammalia
circo,ecv-circo.245-Nannospalax_galili,0,Mammalia
circo,ecv-circo.246-Rhizomys_pruinosus,0,Mammalia
circo,ecv-circo.247-Rhizomys_pruinosus,0,Mammalia
circo,ecv-circo.250-Anilios_bituberculatus,0,Reptile
circo,ecv-circo.252-Chromis_chromis,0,Actinopteri
circo,ecv-circo.253-Paradoxurus_hermaphroditus,0,Mammalia
circo,ecv-circo.256-Shinisaurus_crocodilurus,0,Reptile
circo,ecv-circo.258-Salmo_salar,0,Actinopteri
circo,ecv-circo.259-Cyprinus_carpio,0,Actinopteri
circo,ecv-circo.260-Stylephorus_chordatus,0,Actinopteri
circo,ecv-circo.261-Chromis_chromis,0,Actinopteri
circo,ecv-circo.262-Bregmaceros_cantori,0,Actinopteri
circo,ecv-circo.263-Labeo_rohita,0,Actinopteri
circo,ecv-circo.264-Colinus_virginianus,0,Aves
circo,ecv-circo.265-Cuora_mccordi,0,Reptile
circo,ecv-circo.266-Ailurus_fulgens,0,Mammalia
circo,ecv-circo.267-Tachyglossus_aculeatus,0,Mammalia
circo,ecv-circo.4-tinamou,0,Aves
circo,ecv-circo.52-Chrysochloris,0,Mammalia
circo,ecv-circo.53-Mus_caroli,0,Mammalia
circo,ecv-circo.57-Galeopterus,0,Mammalia
circo,ecv-circo.58-Crocidura,0,Mammalia
circo,ecv-circo.59-Choloepus,0,Mammalia
circo,ecv-circo.60-microgale,0,Mammalia
circo,ecv-circo.61-micropterus,0,Actinopteri
circo,ecv-circo.62-Heterocephalus,0,Mammalia
circo,ecv-circo.63-pedetes,0,Mammalia
circo,ecv-circo.64-Sanguinus,0,Mammalia
circo,ecv-circo.65-Galeopterus_variegatus,0,Mammalia
circo,ecv-circo.7-Egretta,0,Aves
circo,ecv-circo.9-Serinus,0,Aves
circo,ecv-circo.91-phascolarctos,0,Mammalia
circo,ecv-circo.92-monodelphis,0,Mammalia
cress,ecv-cress.1-Eptatretus_burgeri,0,Agnatha
cress,ecv-cress.2-Eptatretus_burgeri,0,Agnatha
cress,ecv-cress.4-Eptatretus_burgeri,0,Agnatha
cress,ecv-cress.5-Eptatretus_burgeri,0,Agnatha
cress,ecv-cress.6-Eptatretus_burgeri,0,Agnatha
cress,ecv-cress.7-Eptatretus_burgeri,0,Agnatha
filo,efll-filo.2-CteSoc,0,Mammalia
filo,efln-filo.101-Acomys_russatus,0,Mammalia
filo,efln-filo.16-Sorex_araneus,0,Mammalia
filo,efln-filo.17-Sorex_araneus,0,Mammalia
filo,efln-filo.62-Ranitomeya_imitator,0,Amphibia
filo,efln-filo.63-Echinops_telfairi,0,Mammalia
filo,efln-filo.64-Ellobius_talpinus,0,Mammalia
filo,efln-filo.66-Nannospalax_galili,0,Mammalia
filo,efln-filo.67-Cricetomys_gambianus,0,Mammalia
filo,efln-filo.69-Ellobius_lutescens,0,Mammalia
filo,efln-filo.70-Microtus_fortis,0,Mammalia
filo,efln-filo.72-Myodes_glareolus,0,Mammalia
filo,efln-filo.73-Neotoma_lepida,0,Mammalia
filo,efln-filo.74-Ondatra_zibethicus,0,Mammalia
filo,efln-filo.78-Arvicola_amphibius,0,Mammalia
filo,efln-filo.79-Rattus_norvegicus,0,Mammalia
filo,efln-filo.81-Petromus_typicus,0,Mammalia
filo,efln-filo.82-Sigmodon_hispidus,0,Mammalia
filo,efln-filo.83-Apodemus_sylvaticus,0,Mammalia
filo,efln-filo.84-Mus_pahari,0,Mammalia
filo,efln-filo.86-Ctenomys_sociabilis,0,Mammalia
filo,efln-filo.88-Fukomys_damarensis,0,Mammalia
filo,eflp-filo.6-erethizon,0,Mammalia
filo,eflp-filo.9-cricetidae,0,Mammalia
Pesti,EFV-Pesti.1-Crocidurinae,0,Mammalia
Tamana,EFV-Tamana.4-StyCho,0,Actinopteri
Tamana,EFV-Tamana.5-AusLim,0,Actinopteri
X2,EFV-X2.1-Austrofundulus-con,0,Actinopteri
X2,EFV-X2.2-Stylephorus-con,0,Actinopteri
X2,EFV-X2.6-Mora_mora,0,Actinopteri
X2,EFV-X2.7-Brosme_brosme,0,Actinopteri
X2,EFV-X2.8-Maccullochella_peelii,0,Actinopteri
X2,EFV-X2.9-Boleophthalmus_pectinirostris,0,Actinopteri
avi,ehbv-avi.10-melopsittacus,0,Aves
avi,ehbv-avi.11-tyto,0,Aves
avi,ehbv-avi.14-gaviiformes,0,Aves
avi,ehbv-avi.15-gaviiformes,0,Aves
avi,ehbv-avi.16-turaco,0,Aves
avi,ehbv-avi.18-calypte,0,Aves
avi,ehbv-avi.19-buceros,0,Aves
avi,ehbv-avi.20-cariama,0,Aves
avi,ehbv-avi.22-tyto,0,Aves
avi,ehbv-avi.24-apaloderma,0,Aves
avi,ehbv-avi.25-chaetura,0,Aves
avi,ehbv-avi.28-alauda,0,Aves
avi,ehbv-avi.34-leptosomus,0,Aves
avi,ehbv-avi.35-calypte,0,Aves
avi,ehbv-avi.38-Fringillidae,0,Aves
avi,ehbv-avi.44-antrostomus,0,Aves
avi,ehbv-avi.48-podiceps,0,Aves
avi,ehbv-avi.58-Nestor_notabilis,0,Aves
avi,ehbv-avi.60-Chaetura_pelagica,0,Aves
avi,ehbv-avi.61-Calypte_anna,0,Aves
avi,ehbv-avi.62-Callipepla_squamata,0,Aves
avi,ehbv-avi.64-Columba_livia,0,Aves
avi,ehbv-avi.65-Merops_nubicus,0,Aves
avi,ehbv-avi.66-Cuculus_canorus,0,Aves
avi,ehbv-avi.69-Tauraco_erythrolophus,0,Aves
avi,ehbv-avi.74-Opisthocomus_hoazin,0,Aves
avi,ehbv-avi.77-Eurypyga_helias,0,Aves
avi,ehbv-avi.81-Melopsittacus_undulatus,0,Aves
avi,ehbv-avi.85-Psittacula_krameri,0,Aves
avi,ehbv-avi.86-Athene_cunicularia,0,Aves
avi,ehbv-avi.87-Falco_cherrug,0,Aves
avi,ehbv-avi.88-Falco_peregrinus,0,Aves
avi,ehbv-avi.89-Ara,0,Aves
avi,ehbv-avi.90-Gallirallus_okinawae,0,Aves
avi,ehbv-avi.92-Uria_lomvia,0,Aves
avi,ehbv-avi.96-Serinus_canaria,0,Aves
avi,ehbv-avi.97-Callipepla_squamata,0,Aves
avi,ehbv-avi.98-Agapornis_roseicollis,0,Aves
avi,ehbv-avi.99-Tyto_alba,0,Aves
hepadnaviridae,ehbv-hepadnaviridae.1-Callorhinchus,0,Chondrichthyes
herpeto,ehbv-herpeto.10-EleCoq,0,Amphibia
herpeto,ehbv-herpeto.13-Sceloporus,0,Reptile
herpeto,ehbv-herpeto.4-crocodilia,0,Reptile
herpeto,ehbv-herpeto.6-varanus,0,Reptile
meta,ehbv-meta.3-paroedura,0,Reptile
meta,ehbv-meta.4-pelusios,0,Reptile
meta,ehbv-meta.5-pelusios,0,Reptile
paramyxo,eplh-paramyxo.1-Scyliorhinus_torazame,0,Chondrichthyes
paramyxo,epll-paramyxo.10-Limnodynastes_dumerilii,0,Amphibia
paramyxo,epll-paramyxo.11-Limnodynastes_dumerilii,0,Amphibia
paramyxo,epll-paramyxo.2-Nothobranchius_furzeri,0,Actinopteri
paramyxo,epll-paramyxo.3-Astyanax_mexicanus,0,Actinopteri
paramyxo,epll-paramyxo.5-Beryx_splendens,0,Actinopteri
paramyxo,epll-paramyxo.6-Rondeletia_loricata,0,Actinopteri
paramyxo,epll-paramyxo.7-Rondeletia_loricata,0,Actinopteri
paramyxo,epll-paramyxo.8-Coryphaenoides_rupestris,0,Actinopteri
paramyxo,epll-paramyxo.9-Scophthalmus_maximus,0,Actinopteri
paramyxo,epln-paramyxo.12-Nothobranchius_furzeri,0,Actinopteri
paramyxo,epln-paramyxo.13-Astyanax_mexicanus,0,Actinopteri
paramyxo,epln-paramyxo.14-Astyanax_mexicanus,0,Actinopteri
paramyxo,epln-paramyxo.15-Astyanax_mexicanus,0,Actinopteri
paramyxo,epln-paramyxo.16-Astyanax_mexicanus,0,Actinopteri
paramyxo,epln-paramyxo.17-Astyanax_mexicanus,0,Actinopteri
amdo,epv-amdo.1-EllLut,0,Mammalia
amdo,epv-amdo.105-Ptyas_mucosa,0,Reptile
amdo,epv-amdo.2-EllLut,0,Mammalia
dependo,epv-dependo.0-macropus,0,Mammalia
dependo,epv-dependo.12-orycteropus,0,Mammalia
dependo,epv-dependo.120-Castor_canadensis,0,Mammalia
dependo,epv-dependo.121-Apodemus_sylvaticus,0,Mammalia
dependo,epv-dependo.122-Ailuropoda_melanoleuca,0,Mammalia
dependo,epv-dependo.124-Cavia_tschudii,0,Mammalia
dependo,epv-dependo.125-Chinchilla_lanigera,0,Mammalia
dependo,epv-dependo.126-Cricetulus_griseus,0,Mammalia
dependo,epv-dependo.127-Cricetulus_griseus,0,Mammalia
dependo,epv-dependo.128-Dolichotis_patagonum,0,Mammalia
dependo,epv-dependo.129-Ctenomys_sociabilis,0,Mammalia
dependo,epv-dependo.130-Heterocephalus_glaber,0,Mammalia
dependo,epv-dependo.131-Heterocephalus_glaber,0,Mammalia
dependo,epv-dependo.132-Mesocricetus_auratus,0,Mammalia
dependo,epv-dependo.133-Muscardinus_avellanarius,0,Mammalia
dependo,epv-dependo.135-Petromus_typicus,0,Mammalia
dependo,epv-dependo.15-colobus,0,Mammalia
dependo,epv-dependo.160-gymnobelideus,0,Mammalia
dependo,epv-dependo.170-Antechinus_stuartii,0,Mammalia
dependo,epv-dependo.172-Bettongia_penicillata,0,Mammalia
dependo,epv-dependo.173-Bettongia_penicillata,0,Mammalia
dependo,epv-dependo.174-PipPip,0,Mammalia
dependo,epv-dependo.177-Heterohyrax_brucei,0,Mammalia
dependo,epv-dependo.178-Procavia_capensis,0,Mammalia
dependo,epv-dependo.180-rhinolophus,0,Mammalia
dependo,epv-dependo.182-Artibeus_jamaicensis,0,Mammalia
dependo,epv-dependo.184-Macrotus_californicus,0,Mammalia
dependo,epv-dependo.186-Pteropus_vampyrus,0,Mammalia
dependo,epv-dependo.187-Rhinolophus_ferrumequinum,0,Mammalia
dependo,epv-dependo.188-Rhinolophus_ferrumequinum,0,Mammalia
dependo,epv-dependo.189-Anoura_caudifer,0,Mammalia
dependo,epv-dependo.191-Antechinus_stuartii,0,Mammalia
dependo,epv-dependo.193-SarHar,0,Mammalia
dependo,epv-dependo.194-Mormoops_blainvillei,0,Mammalia
dependo,epv-dependo.195-Mormoops_blainvillei,0,Mammalia
dependo,epv-dependo.196-MacEug,0,Mammalia
dependo,epv-dependo.197-Mormoops_blainvillei,0,Mammalia
dependo,epv-dependo.201-thamnophis,0,Reptile
dependo,epv-dependo.203-gekko,0,Reptile
dependo,epv-dependo.204-Elgaria_multicarinata_webbii,0,Reptile
dependo,epv-dependo.205-Shinisaurus_crocodilurus,0,Reptile
dependo,epv-dependo.221-pelusios,0,Reptile
dependo,epv-dependo.224-Anilios,0,Reptile
dependo,epv-dependo.225-Ornithorhynchus,0,Mammalia
dependo,epv-dependo.234-Sarcophilus_harrisii,0,Mammalia
dependo,epv-dependo.237-Rattus_norvegicus,0,Mammalia
dependo,epv-dependo.238-Ctenomys_sociabilis,0,Mammalia
dependo,epv-dependo.239-Heterocephalus_glaber,0,Mammalia
dependo,epv-dependo.240-Sarcophilus_harrisii,0,Mammalia
dependo,epv-dependo.241-Martes_zibellina_NS,0,Mammalia
dependo,epv-dependo.243-Heterocephalus_glaber,0,Mammalia
dependo,epv-dependo.244-Fukomys_damarensis,0,Mammalia
dependo,epv-dependo.245-Fukomys_damarensis,0,Mammalia
dependo,epv-dependo.28-daubentonia,0,Mammalia
dependo,epv-dependo.281-Anilios_bituberculatus,0,Reptile
dependo,epv-dependo.29-Cercopithecus_neglectus,0,Mammalia
dependo,epv-dependo.37.1-rhinolophus,0,Mammalia
dependo,epv-dependo.374-Pterocles_gutturalis,0,Aves
dependo,epv-dependo.376-Pelecanus_crispus,0,Aves
dependo,epv-dependo.377-Limosa_lapponica,0,Aves
dependo,epv-dependo.378-Acanthisitta_chloris,0,Aves
dependo,epv-dependo.379-Elgaria_multicarinata,0,Reptile
dependo,epv-dependo.380-Mus_caroli,0,Mammalia
dependo,epv-dependo.380-Opisthocomus_hoazin,0,Aves
dependo,epv-dependo.400-Ranitomeya_imitator,0,Amphibia
dependo,epv-dependo.42-chinchilla,0,Mammalia
dependo,epv-dependo.43-octodon,0,Mammalia
dependo,epv-dependo.47-Chinchilla_lanigera,0,Mammalia
dependo,epv-dependo.48-Cavia_porcellus,0,Mammalia
dependo,epv-dependo.49-Octodon_degus,0,Mammalia
dependo,epv-dependo.53-cavia,0,Mammalia
dependo,epv-dependo.65-Fukomys_damarensis,0,Mammalia
dependo,epv-dependo.66-Fukomys_damarensis,0,Mammalia
dependo,epv-dependo.67-GlisGlis,0,Mammalia
dependo,epv-dependo.78-Mus,0,Mammalia
dependo,epv-dependo.79-Heterocephalus_glaber,0,Mammalia
dependo,epv-dependo.8-dasypus,0,Mammalia
dependo,epv-dependo.80-Desmodus_rotundus,0,Mammalia
dependo,epv-dependo.87-Megadermatidae,0,Mammalia
dependo,epv-dependo.88-Megadermatidae,0,Mammalia
dependo,epv-dependo.9-Procaviidae,0,Mammalia
dependo,epv-dependo.90-Daubentonia_madagascariensis,0,Mammalia
dependo,epv-dependo.91-Propithecus_coquereli,0,Mammalia
dependo,epv-dependo.93-Micronycteris_hirsuta,0,Mammalia
erythro,epv-erythro.1-indri,0,Mammalia
erythro,epv-erythro.2-dolichotis,0,Mammalia
ichthama,epv-ichthama.1-hippocampus,0,Actinopteri
ichthama,epv-ichthama.3-hippocampus,0,Actinopteri
parvovirinae,epv-parvovirinae.1-Scyliorhinus_torazame,0,Chondrichthyes
parvovirinae,epv-parvovirinae.11-Scyliorhinus_torazame,0,Chondrichthyes
parvovirinae,epv-parvovirinae.12-Scyliorhinus_torazame,0,Chondrichthyes
parvovirinae,epv-parvovirinae.13-Hypophthalmichthys,0,Actinopteri
parvovirinae,epv-parvovirinae.2-Tetraodon,0,Actinopteri
parvovirinae,epv-parvovirinae.23-supraprimates,0,Mammalia
parvovirinae,epv-parvovirinae.4-Latimera,0,Coelacanthiformes
parvovirinae,epv-parvovirinae.7-bradypus,0,Mammalia
parvovirinae,epv-parvovirinae.8-Ornithorhynchus_anatinus,0,Mammalia
proto,epv-proto.1-Rattus_norvegicus,0,Mammalia
